Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.157.65.154-10.157.65.13-53-59162-6,10.157.65.154,53,10.157.65.13,59162,6,31/03/2026 03:06:30 PM,148,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13513.513513513513,148.0,0.0,148.0,148.0,0,0,0,0,0,148.0,148.0,0.0,148.0,148.0,0,0,0,0,0,40,0.0,13513.513513513513,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-62623-6,10.157.65.154,53,10.157.65.13,62623,6,31/03/2026 03:06:31 PM,444,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4504.504504504504,444.0,0.0,444.0,444.0,0,0,0,0,0,444.0,444.0,0.0,444.0,444.0,0,0,0,0,0,40,0.0,4504.504504504504,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-53266-6,10.157.65.154,53,10.157.65.13,53266,6,31/03/2026 03:05:41 PM,205,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9756.09756097561,205.0,0.0,205.0,205.0,0,0,0,0,0,205.0,205.0,0.0,205.0,205.0,0,0,0,0,0,40,0.0,9756.09756097561,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-50221-6,10.157.65.154,53,10.157.65.13,50221,6,31/03/2026 03:05:39 PM,193,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10362.694300518135,193.0,0.0,193.0,193.0,0,0,0,0,0,193.0,193.0,0.0,193.0,193.0,0,0,0,0,0,40,0.0,10362.694300518135,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-51892-17,10.157.65.13,51892,10.157.65.154,53,17,31/03/2026 03:06:36 PM,13075178,1,3,46.0,671.0,46.0,46.0,46.0,0.0,436.0,50.0,223.66666666666669,195.88346875970248,54.83672956498183,0.3059231774894384,4358392.666666666,7431396.52234668,1.2939337E7,33279.0,0,0,0,0,0,1.3075178E7,6537589.0,9198483.415878946,1.3041899E7,33279.0,0,0,0,0,8,24,0.0764807943723596,0.2294423831170788,46.0,436.0,153.4,168.65586263157294,28444.800000000003,0,0,0,0,0,0,0,0,3.0,191.75,46.0,223.66666666666666,0,0,0,0,0,0,1,46,3,671,-1,-1,1,0,33279.0,0.0,33279.0,33279.0,1.2939337E7,0.0,1.2939337E7,1.2939337E7,No Label
10.157.65.154-10.157.65.13-53-60046-6,10.157.65.154,53,10.157.65.13,60046,6,31/03/2026 03:05:40 PM,138,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14492.753623188406,138.0,0.0,138.0,138.0,0,0,0,0,0,138.0,138.0,0.0,138.0,138.0,0,0,0,0,0,40,0.0,14492.753623188406,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-55041-17,10.157.65.13,55041,10.157.65.154,53,17,31/03/2026 03:06:57 PM,49850,0,2,0.0,232.0,0,0,0,0,182.0,50.0,116.0,93.33809511662427,4653.961885656971,40.12036108324975,49850.0,0.0,49850.0,49850.0,0,0,0,0,0,49850.0,49850.0,0.0,49850.0,49850.0,0,0,0,0,0,16,0.0,40.12036108324975,50.0,182.0,94.0,76.2102355330306,5808.0,0,0,0,0,0,0,0,0,0.0,141.0,0.0,116.0,0,0,0,0,0,0,0,0,2,232,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-63752-17,10.157.65.13,63752,10.157.65.154,53,17,31/03/2026 03:06:06 PM,44402,0,2,0.0,335.0,0,0,0,0,287.0,48.0,167.5,168.99852070358486,7544.705193459755,45.04301608035674,44402.0,0.0,44402.0,44402.0,0,0,0,0,0,44402.0,44402.0,0.0,44402.0,44402.0,0,0,0,0,0,16,0.0,45.04301608035674,48.0,287.0,127.66666666666667,137.98671433632057,19040.333333333336,0,0,0,0,0,0,0,0,0.0,191.5,0.0,167.5,0,0,0,0,0,0,0,0,2,335,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-62682-6,10.157.65.154,53,10.157.65.13,62682,6,31/03/2026 03:06:34 PM,92,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21739.130434782608,92.0,0.0,92.0,92.0,0,0,0,0,0,92.0,92.0,0.0,92.0,92.0,0,0,0,0,0,40,0.0,21739.130434782608,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-56812-6,10.157.65.154,53,10.157.65.13,56812,6,31/03/2026 03:05:45 PM,56,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35714.28571428572,56.0,0.0,56.0,56.0,0,0,0,0,0,56.0,56.0,0.0,56.0,56.0,0,0,0,0,0,40,0.0,35714.28571428572,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-52442-17,10.157.65.13,52442,10.157.65.154,53,17,31/03/2026 03:06:16 PM,6936219,1,3,46.0,668.0,46.0,46.0,46.0,0.0,436.0,50.0,222.66666666666669,196.18698563700227,102.93792626789897,0.576683060324364,2312073.0,3937634.3592222985,6858817.0,21277.0,0,0,0,0,0,6936219.0,3468109.5,4874557.268728361,6914942.0,21277.0,0,0,0,0,8,24,0.144170765081091,0.432512295243273,46.0,436.0,152.8,168.52062188349532,28399.2,0,0,0,0,0,0,0,0,3.0,191.0,46.0,222.66666666666666,0,0,0,0,0,0,1,46,3,668,-1,-1,1,0,21277.0,0.0,21277.0,21277.0,6858817.0,0.0,6858817.0,6858817.0,No Label
10.157.65.154-10.157.65.13-53-64167-6,10.157.65.154,53,10.157.65.13,64167,6,31/03/2026 03:06:31 PM,485,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4123.711340206185,485.0,0.0,485.0,485.0,0,0,0,0,0,485.0,485.0,0.0,485.0,485.0,0,0,0,0,0,40,0.0,4123.711340206185,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-62022-6,10.157.65.154,53,10.157.65.13,62022,6,31/03/2026 03:05:45 PM,94,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21276.595744680853,94.0,0.0,94.0,94.0,0,0,0,0,0,94.0,94.0,0.0,94.0,94.0,0,0,0,0,0,40,0.0,21276.595744680853,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-61489-17,10.157.65.13,61489,10.157.65.154,53,17,31/03/2026 03:06:07 PM,32301,0,2,0.0,268.0,0,0,0,0,218.0,50.0,134.0,118.79393923933998,8296.956750564997,61.91758769078356,32301.0,0.0,32301.0,32301.0,0,0,0,0,0,32301.0,32301.0,0.0,32301.0,32301.0,0,0,0,0,0,16,0.0,61.91758769078356,50.0,218.0,106.0,96.99484522385713,9408.0,0,0,0,0,0,0,0,0,0.0,159.0,0.0,134.0,0,0,0,0,0,0,0,0,2,268,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
140.82.113.21-10.157.65.13-443-53696-6,10.157.65.13,53696,140.82.113.21,443,6,31/03/2026 03:05:36 PM,3446170,0,4,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1607088448915752,1148723.3333333333,955747.0311449224,2183305.0,298742.0,0,0,0,0,0,3446170.0,1148723.3333333333,955747.0311449224,2183305.0,298742.0,0,0,0,0,0,128,0.0,1.1607088448915752,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,-1,65535,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-65509-6,10.157.65.154,53,10.157.65.13,65509,6,31/03/2026 03:05:48 PM,71,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28169.014084507042,71.0,0.0,71.0,71.0,0,0,0,0,0,71.0,71.0,0.0,71.0,71.0,0,0,0,0,0,40,0.0,28169.014084507042,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-54277-6,10.157.65.154,53,10.157.65.13,54277,6,31/03/2026 03:05:49 PM,64,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31250.0,64.0,0.0,64.0,64.0,0,0,0,0,0,64.0,64.0,0.0,64.0,64.0,0,0,0,0,0,40,0.0,31250.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.13-20.37.198.118-59965-443-6,20.37.198.118,443,10.157.65.13,59965,6,31/03/2026 03:06:24 PM,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16385,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.13-104.208.16.95-52212-443-6,10.157.65.13,52212,104.208.16.95,443,6,31/03/2026 03:06:57 PM,3300688,0,4,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2118685558889541,1100229.3333333333,813486.6461352229,1994214.0,403529.0,0,0,0,0,0,3300688.0,1100229.3333333333,813486.6461352229,1994214.0,403529.0,0,0,0,0,0,128,0.0,1.2118685558889541,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,-1,65535,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-54918-17,10.157.65.13,54918,10.157.65.154,53,17,31/03/2026 03:06:06 PM,45671,0,2,0.0,281.0,0,0,0,0,233.0,48.0,140.5,130.8147545195113,6152.700838606555,43.79146504346303,45671.0,0.0,45671.0,45671.0,0,0,0,0,0,45671.0,45671.0,0.0,45671.0,45671.0,0,0,0,0,0,16,0.0,43.79146504346303,48.0,233.0,109.66666666666666,106.80979980008077,11408.333333333332,0,0,0,0,0,0,0,0,0.0,164.5,0.0,140.5,0,0,0,0,0,0,0,0,2,281,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-52531-6,10.157.65.154,53,10.157.65.13,52531,6,31/03/2026 03:05:46 PM,227,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8810.57268722467,227.0,0.0,227.0,227.0,0,0,0,0,0,227.0,227.0,0.0,227.0,227.0,0,0,0,0,0,40,0.0,8810.57268722467,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-60209-6,10.157.65.154,53,10.157.65.13,60209,6,31/03/2026 03:06:31 PM,390,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5128.205128205128,390.0,0.0,390.0,390.0,0,0,0,0,0,390.0,390.0,0.0,390.0,390.0,0,0,0,0,0,40,0.0,5128.205128205128,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-63372-6,10.157.65.154,53,10.157.65.13,63372,6,31/03/2026 03:06:34 PM,63,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31746.031746031746,63.0,0.0,63.0,63.0,0,0,0,0,0,63.0,63.0,0.0,63.0,63.0,0,0,0,0,0,40,0.0,31746.031746031746,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.13-104.18.32.47-59962-443-6,104.18.32.47,443,10.157.65.13,59962,6,31/03/2026 03:06:21 PM,73,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27397.260273972603,73.0,0.0,73.0,73.0,0,0,0,0,0,73.0,73.0,0.0,73.0,73.0,0,0,0,0,0,40,0.0,27397.260273972603,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-50294-6,10.157.65.154,53,10.157.65.13,50294,6,31/03/2026 03:06:31 PM,96,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20833.333333333332,96.0,0.0,96.0,96.0,0,0,0,0,0,96.0,96.0,0.0,96.0,96.0,0,0,0,0,0,40,0.0,20833.333333333332,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-58625-6,10.157.65.154,53,10.157.65.13,58625,6,31/03/2026 03:06:34 PM,155,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12903.225806451614,155.0,0.0,155.0,155.0,0,0,0,0,0,155.0,155.0,0.0,155.0,155.0,0,0,0,0,0,40,0.0,12903.225806451614,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
140.82.113.21-10.157.65.13-443-53698-6,140.82.113.21,443,10.157.65.13,53698,6,31/03/2026 03:05:38 PM,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-54448-17,10.157.65.13,54448,10.157.65.154,53,17,31/03/2026 03:06:26 PM,55743,0,2,0.0,224.0,0,0,0,0,174.0,50.0,112.0,87.68124086713189,4018.4417774429076,35.87894444145453,55743.0,0.0,55743.0,55743.0,0,0,0,0,0,55743.0,55743.0,0.0,55743.0,55743.0,0,0,0,0,0,16,0.0,35.87894444145453,50.0,174.0,91.33333333333334,71.5914333795136,5125.333333333334,0,0,0,0,0,0,0,0,0.0,137.0,0.0,112.0,0,0,0,0,0,0,0,0,2,224,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-64123-6,10.157.65.154,53,10.157.65.13,64123,6,31/03/2026 03:05:40 PM,162,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12345.679012345678,162.0,0.0,162.0,162.0,0,0,0,0,0,162.0,162.0,0.0,162.0,162.0,0,0,0,0,0,40,0.0,12345.679012345678,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-55457-6,10.157.65.154,53,10.157.65.13,55457,6,31/03/2026 03:05:44 PM,104,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19230.76923076923,104.0,0.0,104.0,104.0,0,0,0,0,0,104.0,104.0,0.0,104.0,104.0,0,0,0,0,0,40,0.0,19230.76923076923,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-55064-6,10.157.65.154,53,10.157.65.13,55064,6,31/03/2026 03:05:46 PM,103,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19417.47572815534,103.0,0.0,103.0,103.0,0,0,0,0,0,103.0,103.0,0.0,103.0,103.0,0,0,0,0,0,40,0.0,19417.47572815534,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-49282-6,10.157.65.154,53,10.157.65.13,49282,6,31/03/2026 03:05:41 PM,182,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10989.010989010989,182.0,0.0,182.0,182.0,0,0,0,0,0,182.0,182.0,0.0,182.0,182.0,0,0,0,0,0,40,0.0,10989.010989010989,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-58149-17,10.157.65.13,58149,10.157.65.154,53,17,31/03/2026 03:05:36 PM,55876,0,2,0.0,238.0,0,0,0,0,182.0,56.0,119.0,89.09545442950498,4259.431598539623,35.793542844870785,55876.0,0.0,55876.0,55876.0,0,0,0,0,0,55876.0,55876.0,0.0,55876.0,55876.0,0,0,0,0,0,16,0.0,35.793542844870785,56.0,182.0,98.0,72.74613391789285,5292.0,0,0,0,0,0,0,0,0,0.0,147.0,0.0,119.0,0,0,0,0,0,0,0,0,2,238,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-52491-6,10.157.65.154,53,10.157.65.13,52491,6,31/03/2026 03:05:44 PM,129,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15503.87596899225,129.0,0.0,129.0,129.0,0,0,0,0,0,129.0,129.0,0.0,129.0,129.0,0,0,0,0,0,40,0.0,15503.87596899225,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-62743-6,10.157.65.154,53,10.157.65.13,62743,6,31/03/2026 03:05:45 PM,118,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16949.15254237288,118.0,0.0,118.0,118.0,0,0,0,0,0,118.0,118.0,0.0,118.0,118.0,0,0,0,0,0,40,0.0,16949.15254237288,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-64886-17,10.157.65.13,64886,10.157.65.154,53,17,31/03/2026 03:06:07 PM,37106,0,2,0.0,235.0,0,0,0,0,185.0,50.0,117.5,95.45941546018392,6333.207567509297,53.89963887241955,37106.0,0.0,37106.0,37106.0,0,0,0,0,0,37106.0,37106.0,0.0,37106.0,37106.0,0,0,0,0,0,16,0.0,53.89963887241955,50.0,185.0,95.0,77.94228634059948,6075.0,0,0,0,0,0,0,0,0,0.0,142.5,0.0,117.5,0,0,0,0,0,0,0,0,2,235,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-61037-17,10.157.65.13,61037,10.157.65.154,53,17,31/03/2026 03:06:36 PM,13078003,1,3,46.0,644.0,46.0,46.0,46.0,0.0,424.0,50.0,214.66666666666669,190.95898337950308,52.760348808606324,0.30585709454264537,4359334.333333334,7433733.443812088,1.294296E7,29829.0,0,0,0,0,0,1.3078003E7,6539001.5,9205360.029325984,1.3048174E7,29829.0,0,0,0,0,8,24,0.07646427363566134,0.22939282090698404,46.0,424.0,148.0,162.9969324864735,26568.0,0,0,0,0,0,0,0,0,3.0,185.0,46.0,214.66666666666666,0,0,0,0,0,0,1,46,3,644,-1,-1,1,0,29829.0,0.0,29829.0,29829.0,1.294296E7,0.0,1.294296E7,1.294296E7,No Label
10.157.65.154-10.157.65.13-53-50574-6,10.157.65.154,53,10.157.65.13,50574,6,31/03/2026 03:05:49 PM,183,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10928.96174863388,183.0,0.0,183.0,183.0,0,0,0,0,0,183.0,183.0,0.0,183.0,183.0,0,0,0,0,0,40,0.0,10928.96174863388,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-52985-6,10.157.65.154,53,10.157.65.13,52985,6,31/03/2026 03:06:30 PM,189,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10582.010582010582,189.0,0.0,189.0,189.0,0,0,0,0,0,189.0,189.0,0.0,189.0,189.0,0,0,0,0,0,40,0.0,10582.010582010582,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-59301-17,10.157.65.13,59301,10.157.65.154,53,17,31/03/2026 03:06:26 PM,91464,0,2,0.0,239.0,0,0,0,0,189.0,50.0,119.5,98.2878425849301,2613.0499431470303,21.866526720895653,91464.0,0.0,91464.0,91464.0,0,0,0,0,0,91464.0,91464.0,0.0,91464.0,91464.0,0,0,0,0,0,16,0.0,21.866526720895653,50.0,189.0,96.33333333333334,80.25168741735799,6440.333333333334,0,0,0,0,0,0,0,0,0.0,144.5,0.0,119.5,0,0,0,0,0,0,0,0,2,239,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.154-10.157.65.13-53-57015-6,10.157.65.154,53,10.157.65.13,57015,6,31/03/2026 03:05:40 PM,107,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18691.58878504673,107.0,0.0,107.0,107.0,0,0,0,0,0,107.0,107.0,0.0,107.0,107.0,0,0,0,0,0,40,0.0,18691.58878504673,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.157.65.13-20.213.196.212-63546-443-6,10.157.65.13,63546,20.213.196.212,443,6,31/03/2026 03:06:50 PM,3287836,0,4,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2166056944446135,1095945.3333333333,932256.8413958319,2112606.0,281178.0,0,0,0,0,0,3287836.0,1095945.3333333333,932256.8413958319,2112606.0,281178.0,0,0,0,0,0,128,0.0,1.2166056944446135,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,-1,65535,0,0,0,0,0,0,0,0,0,0,No Label
